"Município";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"500270 Campo Grande";3737673,3;4059888,9;4787008,7;5503540,8;6364571,8;6945586,6;7817006,9;8956501,4;10460817,6;11640898,5;13875046,2;15722329,5;16970655,5;116841525,7
"500280 Caracol";18559,7;24313,0;28941,1;34154,0;41005,4;45529,3;48415,4;54035,9;68742,8;74403,9;79759,6;78951,5;86095,3;682906,9
"500290 Cassilândia";102508,9;109473,1;117047,1;146839,3;164961,8;184711,0;205028,2;226754,8;212310,6;273160,7;329310,1;364813,4;392637,8;2829556,8
"500295 Chapadão do Sul";238745,8;253574,5;285254,2;411801,7;405740,1;317768,7;314824,1;449993,5;520322,0;618548,8;682300,4;812623,7;909853,4;6221350,9
"500310 Corguinho";20145,3;23739,8;26237,4;30965,2;37001,2;41992,4;45742,5;52579,9;62878,2;68086,7;71176,7;69327,2;75202,0;625074,5
"500315 Coronel Sapucaia";30688,6;36438,8;42436,9;50433,7;57065,6;54864,1;58041,1;71627,4;84535,0;88045,8;95737,9;111961,3;121965,2;903841,4
"500320 Corumbá";562655,3;714305,0;845476,6;1156490,2;1267906,3;1484781,8;1971946,7;2056409,3;2846413,5;2716276,8;3248680,9;3602829,5;3741555,9;26215727,8
"500325 Costa Rica";157817,9;200117,8;217582,3;338057,8;364291,9;270331,6;240282,7;335872,0;398522,9;414764,7;510385,9;653529,3;749684,9;4851241,7
"500330 Coxim";135175,1;153858,2;177515,2;210682,1;247710,5;264259,6;296397,4;314272,3;374857,3;408010,4;475789,0;499639,8;531499,9;4089666,8
"500345 Deodápolis";36165,3;41589,2;49075,8;65683,2;69347,5;62891,0;68349,8;84001,8;98966,5;102657,8;125676,6;141484,6;147328,8;1093217,9
"500348 Dois Irmãos do Buriti";30156,4;40305,7;43441,2;51107,2;63231,6;61851,3;68542,2;71476,3;86300,5;97054,7;107790,4;118136,3;134584,6;973978,4
"500350 Douradina";19860,0;25701,1;30666,5;54028,0;41216,5;53982,7;38956,8;48560,3;46282,2;46248,6;54712,2;64698,0;79413,2;604326,1
"500370 Dourados";1023106,6;1151545,2;1354895,5;1749575,2;1846766,5;1807455,5;1930184,3;2359939,3;2871802,5;3003962,9;3543857,6;4337946,7;4940434,4;31921472,2
"500375 Eldorado";47939,5;45118,1;59345,2;83560,0;88371,8;78677,7;84564,0;111240,5;134656,8;121524,1;166371,7;179199,3;194643,3;1395212,0
"500380 Fátima do Sul";55596,5;73954,7;90464,1;109251,5;101989,0;102280,2;130441,1;175004,0;177637,7;161408,2;179729,4;242125,1;244436,8;1844318,3
"500390 Figueirão";-;-;-;-;-;25472,2;35139,7;45047,6;46809,9;53639,9;57494,6;56206,6;56064,4;375874,9
"500400 Glória de Dourados";32278,1;36838,7;40386,4;48759,2;58710,9;61175,8;76866,0;74817,5;82258,2;93593,3;99290,1;113897,3;126230,0;945101,5
"500410 Guia Lopes da Laguna";41467,7;41269,3;40362,0;62621,4;57991,5;60614,2;70309,1;93578,6;89368,1;104033,0;118096,0;117889,6;137007,8;1034608,3
"500430 Iguatemi";59318,8;75299,6;78687,6;99264,4;176515,9;149365,2;112901,4;149197,2;196038,6;215631,8;215817,6;227404,5;272315,0;2027757,6
"500440 Inocência";48444,6;59829,6;66176,2;77212,5;89557,9;93256,9;99742,5;109268,4;132816,7;141464,8;149816,3;150440,5;157822,6;1375849,5
"500450 Itaporã";92148,5;122778,6;130576,1;187120,4;174121,8;140309,1;157628,6;212289,4;226754,3;230885,5;301987,5;380432,6;448554,5;2805586,9
"500460 Itaquiraí";56559,2;73625,6;88802,8;108376,5;111390,0;95507,4;129700,2;134551,4;165401,1;190247,9;249361,1;298023,4;328962,1;2030508,7
"500470 Ivinhema";66263,5;75968,1;91402,2;117248,9;128748,9;125753,1;137550,2;163377,9;190042,4;215273,8;287999,7;304853,9;354384,5;2258867,1
"500480 Japorã";12554,0;15723,6;17996,8;24559,0;29507,8;23977,8;26257,7;31656,2;35514,8;39372,2;45817,6;51008,8;56225,1;410171,4
"500490 Jaraguari";27263,7;33523,6;37828,8;47432,1;53689,4;51239,5;56100,4;64419,9;80438,4;85245,8;88021,7;89769,8;94631,6;809604,7
"500500 Jardim";75528,5;84663,1;99062,2;114391,0;129891,6;142204,1;157173,8;175053,3;196192,1;217989,2;248439,6;280087,7;309287,0;2229963,2
"500510 Jateí";23420,0;26929,6;28176,3;41521,7;46030,3;41947,3;47779,3;57194,8;65728,7;73552,7;85618,4;87074,8;94289,4;719263,3
"500515 Juti";20582,0;23378,2;26526,9;36500,0;37072,0;34405,8;38761,7;55798,5;54328,6;60673,8;87867,0;95958,3;115267,2;687120,0
"500520 Ladário";33385,9;43415,3;46046,3;55830,1;56297,6;64479,0;67629,8;81176,7;109579,7;120106,2;136151,5;151279,4;172821,7;1138199,2
"500525 Laguna Carapã";43774,3;65698,9;107702,8;189388,5;74955,9;69971,0;72187,5;105672,8;103028,3;114890,3;157338,7;198417,6;209245,5;1512272,1
"500540 Maracaju";220824,3;297666,7;342627,3;572176,0;492300,6;485137,5;496162,8;658443,7;700151,0;776707,9;906438,2;1111081,2;1321555,8;8381273,0
"500560 Miranda";69803,6;78922,4;90594,0;111578,2;131104,2;135596,3;154694,0;174893,1;206425,8;223445,8;257077,4;262521,1;282839,1;2179495,0
"500568 Mundo Novo";46414,1;52681,8;60204,7;95019,5;96229,9;98396,5;109862,6;139873,1;154362,5;175280,4;229489,7;250991,4;265334,1;1774140,3
"500570 Naviraí";207087,4;227198,1;285704,8;384826,5;430369,6;408612,5;489205,9;532518,9;603794,7;693085,4;780740,4;925910,4;1027495,9;6996550,5
"500580 Nioaque";54199,0;67416,0;67438,9;78305,6;95224,6;95318,8;111526,1;114553,3;152976,1;158127,6;153968,1;186966,5;221757,0;1557777,6
"500600 Nova Alvorada do Sul";67447,5;99404,4;107985,3;149934,8;157144,3;143830,8;161813,2;188479,4;226730,3;239102,5;356397,1;403957,0;518361,1;2820587,7
"500620 Nova Andradina";186211,2;243295,6;255268,2;332060,1;405625,3;452671,7;555358,8;572425,5;597537,6;609243,6;771132,1;976134,3;1103294,4;7060258,4
"500625 Novo Horizonte do Sul";19376,3;19831,7;23658,9;31136,6;35918,7;32645,3;33979,1;38203,3;48543,4;52399,5;66453,3;68180,7;69821,5;540148,3
"500627 Paraíso das Águas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500630 Paranaíba";175641,1;210658,7;222889,9;270737,2;327638,7;333606,0;341651,1;399584,4;483794,9;515718,9;601014,9;653689,8;718225,8;5254851,4
"500635 Paranhos";21184,2;26380,5;27693,8;33954,2;44209,8;43717,1;48435,3;55586,4;68613,2;71326,9;81241,1;93464,3;99536,0;715342,8
"500640 Pedro Gomes";38509,5;51393,5;52864,0;75058,3;85042,5;80146,8;85728,7;90286,8;111392,5;112125,1;127475,9;130872,1;151269,7;1192165,4
"500660 Ponta Porã";304497,6;370368,1;438265,9;537645,8;504745,0;501404,0;508851,5;627405,8;726284,1;821749,2;968520,9;1176539,7;1365905,7;8852183,3
"500690 Porto Murtinho";58543,0;73344,7;82964,9;92615,5;114214,7;128791,8;138870,7;163229,8;194900,8;227947,7;255649,6;233254,6;252303,1;2016630,9
"500710 Ribas do Rio Pardo";152635,0;163423,7;176824,7;239898,8;289399,6;317139,2;331479,3;339867,1;402977,6;407917,4;471173,4;463219,0;515394,7;4271349,5
"500720 Rio Brilhante";176719,0;211967,8;251410,5;384789,0;317160,0;294809,9;407169,8;525929,8;586543,5;600215,4;841909,5;859362,2;1067838,0;6525824,4
"500730 Rio Negro";17309,5;21432,7;22477,9;25269,9;32850,4;34099,9;36340,9;39589,6;48754,5;55253,5;55618,8;58995,5;64820,5;512813,6
"500740 Rio Verde de Mato Grosso";83094,4;99768,7;108992,3;121989,9;145306,1;146683,3;156326,4;173700,4;209963,3;226427,9;246092,9;248649,1;271316,0;2238310,7
"500750 Rochedo";23541,8;23672,8;27427,3;34005,8;37781,6;40771,6;37232,7;40023,2;56187,4;80866,5;94692,8;96772,1;108583,6;701559,2
"500755 Santa Rita do Pardo";53488,6;66823,0;73383,2;81490,5;94860,3;98326,6;120041,8;112028,7;139380,2;146625,8;154789,1;140963,8;145777,0;1427978,6
"500769 São Gabriel do Oeste";224535,0;267940,1;313841,6;440585,0;433778,1;338087,0;328715,9;444639,8;498067,8;596836,9;623369,9;709762,0;872614,4;6092773,5
"500780 Selvíria";30226,7;36976,5;40534,2;47741,7;58909,8;74648,5;65616,7;71212,6;84686,5;98708,8;115894,4;108365,3;116844,5;950366,2
"500770 Sete Quedas";29295,0;32957,4;40723,9;51365,3;60862,1;54190,0;67961,4;73097,8;85898,6;83238,1;105335,4;115422,6;131639,9;931987,5
"500790 Sidrolândia";198322,5;237050,9;256757,3;351622,8;359674,1;328278,0;394790,8;467436,2;581470,0;569133,0;688745,1;758879,9;961321,4;6153482,0
"500793 Sonora";119369,8;131030,6;138685,5;172404,8;146072,0;159495,2;182146,9;223888,5;223501,8;257952,6;254374,5;284556,0;341665,4;2635143,6
"500795 Tacuru";25449,9;30396,2;34463,4;44435,0;57227,0;60001,0;59780,8;73361,6;88690,5;94795,9;107141,8;118349,1;129214,9;923307,1
"500797 Taquarussu";14374,8;18956,2;20525,0;26449,6;28008,1;25057,1;27208,9;32980,7;42124,7;46694,2;68237,9;67188,7;77355,8;495161,7
"500800 Terenos";60196,6;75830,5;73971,2;92746,8;130905,8;112010,9;138882,6;141085,2;156270,8;179719,5;213040,3;239084,8;280688,5;1894433,5
"500830 Três Lagoas";407344,5;537418,5;600658,2;792391,9;998968,7;1025511,9;1170535,3;1283308,8;1518126,8;2013900,8;2821908,9;3118721,9;3385076,8;19673873,0
"500840 Vicentina";14122,9;18165,9;21460,9;25483,2;27333,5;26752,3;30511,0;40275,0;46896,6;60779,3;76405,9;88873,4;100266,3;577326,2
"500000 Município ignorado - MS";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510010 Acorizal";18485,7;15508,5;20702,5;26354,7;37096,2;51633,0;38827,6;46112,0;49375,5;51695,3;51865,1;59113,1;74874,4;541643,6
"510020 Água Boa";87873,4;95269,0;125263,4;182298,4;269280,1;230597,0;227348,0;248324,8;354209,2;368111,1;418943,6;504991,2;584465,5;3696974,7
"510025 Alta Floresta";189175,0;212795,7;268880,3;295339,0;357744,6;390360,4;391830,7;449182,0;516411,0;580332,2;690142,9;716171,6;771181,2;5829546,6
"510030 Alto Araguaia";63537,8;65114,1;184467,2;495134,3;704221,4;692619,3;700664,7;726627,1;750627,4;753392,9;1163457,2;965129,3;972242,9;8237235,6
"510035 Alto Boa Vista";14869,8;12160,0;15962,1;19794,7;36286,2;34986,2;34794,9;35474,3;54239,1;53066,7;57908,0;68649,0;79259,5;517450,5
"510040 Alto Garças";88933,1;109384,0;137416,7;159562,7;203403,3;218783,2;152701,2;219762,0;301519,6;250290,1;301116,5;334297,4;443809,4;2920979,2
"510050 Alto Paraguai";20348,3;19890,8;25769,3;29203,9;35333,7;33756,2;43577,5;53322,4;59195,4;65223,1;65754,8;73191,2;77939,5;602506,1
"510060 Alto Taquari";86464,1;101374,3;158676,1;357929,5;466370,8;502334,9;422166,0;499680,0;557767,9;507517,6;536608,0;751932,0;878109,2;5826930,4
"510080 Apiacás";17111,1;19952,2;27403,2;31437,0;45085,0;51023,2;55794,8;67736,8;83500,0;148897,6;150189,4;148949,1;162814,5;1009893,9
"510100 Araguaiana";19014,8;19574,8;22694,4;25524,9;29738,8;33254,8;36056,1;38551,4;44975,4;51107,8;60179,5;58560,8;65210,3;504443,8
"510120 Araguainha";4433,6;4536,5;5812,4;6677,5;6272,0;7635,4;8778,5;8815,4;10472,5;11518,4;13319,6;13903,3;14718,0;116893,1
"510125 Araputanga";88871,0;93474,5;137103,9;178982,7;224561,6;203081,8;205423,4;210274,8;223858,8;230978,9;292545,0;316895,6;307414,2;2713466,2
"510130 Arenápolis";29070,7;31679,5;40857,6;49897,3;53466,6;56165,2;58422,5;64266,0;72154,8;81291,6;90983,3;101867,9;106191,6;836314,6
"510140 Aripuanã";82187,8;72839,6;80275,6;96255,6;129585,9;140584,5;163289,7;192465,4;235876,4;341894,5;291715,9;346879,0;515974,0;2689823,9
"510160 Barão de Melgaço";21037,7;20664,1;27887,7;32702,2;33415,5;37977,5;41013,0;45475,6;52308,3;59556,2;67705,2;67381,6;74350,3;581474,9
"510170 Barra do Bugres";129423,3;142681,1;182251,7;220169,1;229050,8;249678,4;316734,1;372263,6;381755,0;417111,4;481373,8;531344,4;568392,5;4222229,2
"510180 Barra do Garças";256678,3;296038,5;329128,0;420896,6;488880,0;532848,1;559012,2;606318,1;828620,2;742172,5;811723,7;972795,1;978681,3;7823792,6
"510185 Bom Jesus do Araguaia";-;7281,2;13505,6;26677,5;36002,8;52779,3;40565,4;54531,5;101422,6;101248,6;77467,3;145560,4;184180,7;841222,9
"510190 Brasnorte";81490,4;90566,0;138091,2;188962,9;309221,8;243652,3;189961,2;282260,8;412211,8;399592,6;323187,1;414326,4;548604,9;3622129,4
"510250 Cáceres";254124,4;303765,0;312055,9;427634,5;515129,0;611526,2;638085,4;713116,1;818102,0;853603,9;930296,3;1007178,0;1106184,1;8490800,8
"510260 Campinápolis";30866,8;34115,1;49565,8;52749,6;60182,6;69396,1;80721,3;88460,9;100860,9;113952,1;125784,3;140606,6;155348,5;1102610,6
"510263 Campo Novo do Parecis";361791,9;377234,7;524751,1;684047,8;974072,3;1053267,0;990761,5;1009813,8;1409768,9;1390444,6;1146103,2;1513693,4;1819206,3;13254956,5
"510267 Campo Verde";280821,2;296238,4;434572,7;612881,0;833584,4;1080641,0;767197,3;980875,2;1118097,8;1152950,2;1095037,9;1496042,9;1725552,4;11874492,4
"510268 Campos de Júlio";113592,6;134746,1;187396,6;299303,1;480878,1;372764,6;348060,3;444036,4;656648,3;624711,0;395401,4;652332,4;921546,7;5631417,6
"510269 Canabrava do Norte";15975,1;19932,0;27778,6;35750,9;48813,2;56872,1;47652,9;49203,2;58710,3;61283,3;75029,2;69032,9;78056,6;644090,3
"510270 Canarana";94794,8;108087,8;160280,8;185790,8;285853,0;242516,0;212011,2;253577,7;370204,2;327614,1;367059,5;529542,5;655301,3;3792633,7
"510279 Carlinda";28978,3;30323,5;39403,9;47577,9;54642,4;65270,5;64996,0;77522,7;85716,7;94514,9;106291,4;108479,1;119758,2;923475,5
"510285 Castanheira";26367,8;28575,6;38693,0;42640,8;59743,6;59155,1;61309,4;68298,5;83024,0;95467,4;109345,9;111699,6;125163,8;909484,5
"510300 Chapada dos Guimarães";71709,8;69214,7;69953,3;84105,0;107789,7;116992,0;120439,0;132208,5;161552,5;174266,2;183451,4;241062,7;238869,4;1771614,2
"510305 Cláudia";37099,2;41866,4;56890,5;75488,6;112747,2;108314,1;87074,0;93482,9;125645,9;168647,5;169344,4;201031,6;244504,5;1522136,8
"510310 Cocalinho";26944,2;27529,6;37187,4;50246,1;66297,9;61992,4;60352,8;66982,0;81734,8;93314,9;101833,1;119176,0;124883,8;918475,0
"510320 Colíder";124751,7;152052,4;181339,9;180588,8;253598,2;230824,7;260569,0;292758,5;321630,7;338586,3;445885,1;456945,1;484156,6;3723687,0
"510325 Colniza";-;25487,7;37284,9;56469,1;105318,3;124301,2;145549,0;183805,5;196172,5;299369,2;311789,1;305734,2;406383,8;2197664,5
"510330 Comodoro";59944,5;70549,0;87477,8;110487,5;145174,9;173340,7;167918,5;198803,8;277941,8;232135,8;261057,4;302570,3;353040,5;2440442,5
"510335 Confresa";54660,1;65669,2;90127,3;77052,6;94202,4;142398,7;181211,7;185304,8;213373,7;249467,6;264786,0;274466,2;316661,0;2209381,3
"510336 Conquista D'Oeste";-;6589,5;9280,2;13848,4;23788,6;19247,4;21330,6;22061,1;32249,5;38219,9;44194,9;45719,8;43863,4;320393,3
"510337 Cotriguaçu";25996,0;31005,4;39463,1;44036,4;57702,0;65161,0;78315,8;88758,7;108357,6;135264,6;161683,5;161988,7;217225,5;1214958,3
"510340 Cuiabá";3489311,8;3649085,1;4044596,6;5051791,1;6554415,7;7020652,8;7177403,8;7897531,5;8951985,5;9819381,9;11051628,0;12406460,8;13298344,8;100412589,4
"510343 Curvelândia";-;8312,1;73369,0;14783,0;18351,3;21107,3;29115,9;25494,0;32159,2;37372,6;43147,4;46610,2;55519,8;405341,8
"510345 Denise";34620,2;35563,6;49040,1;71432,2;53587,5;54292,5;84819,4;88651,6;94965,7;112880,3;119714,9;157403,1;180709,3;1137680,4
"510350 Diamantino";249044,1;235449,6;354057,9;481638,2;695459,2;756751,7;514721,3;735444,1;921386,0;908861,9;730621,9;986889,9;1205953,6;8776279,4
"510360 Dom Aquino";50517,6;55902,1;75116,6;115878,2;163879,7;175549,9;164948,6;181757,5;194567,5;224416,2;196273,2;209997,6;258306,5;2067111,2
"510370 Feliz Natal";24983,0;35183,2;38952,6;56076,3;98226,7;165246,5;96164,0;105111,1;131429,9;166423,6;200116,2;224712,5;398705,0;1741330,6
"510380 Figueirópolis D'Oeste";16596,6;16380,2;19753,4;22828,1;25478,6;29014,2;30312,2;31995,1;38172,8;42980,2;51363,1;53642,1;57582,3;436098,9
"510385 Gaúcha do Norte";22349,4;22469,9;22811,1;49908,9;73352,3;64914,3;57187,2;70503,8;112808,0;132144,7;100126,3;165913,7;211504,2;1105993,8
"510390 General Carneiro";37562,5;33828,6;46992,1;54430,8;93500,5;70447,1;41829,4;67065,0;132245,3;98700,4;97903,1;119919,7;155946,1;1050370,6
"510395 Glória D'Oeste";12652,2;12556,3;15394,4;18627,8;20979,2;23276,8;24534,5;27595,7;32033,4;35437,2;40615,2;42669,8;47569,5;353942,0
"510410 Guarantã do Norte";84753,4;94974,5;128715,9;153825,9;177314,8;188787,5;180945,0;207283,7;256321,7;260608,4;319307,4;395027,6;413904,8;2861770,6
"510420 Guiratinga";68872,2;66394,8;102510,0;151442,7;192121,0;169896,1;145661,7;190495,4;204316,1;198019,5;198212,0;254666,3;277700,0;2220307,8
"510450 Indiavaí";7004,2;7778,5;10173,7;12403,3;14838,5;16825,6;35743,1;34083,4;49370,3;46326,5;57934,1;82585,9;63862,7;438929,8
"510452 Ipiranga do Norte";-;-;-;-;-;147716,1;109521,7;190054,5;361793,9;343508,6;249236,2;378545,3;479152,1;2259528,4
"510454 Itanhangá";-;-;-;-;-;63878,2;48708,4;88569,4;110689,7;129710,0;97687,7;126631,2;154010,2;819884,8
"510455 Itaúba";35537,4;33048,9;37220,7;44740,0;66842,7;68127,3;55636,0;64465,5;75812,9;95946,9;76747,6;81183,5;153858,4;889167,8
"510460 Itiquira";185573,6;195767,4;267729,8;417591,0;609561,2;513573,8;414902,0;462250,8;549437,8;567123,7;607356,8;862131,8;1359047,6;7012047,3
"510480 Jaciara";132085,6;139755,8;184935,7;243154,4;268877,0;309852,6;313497,0;318173,7;371207,6;382975,1;401789,1;479735,6;550411,6;4096450,8
"510490 Jangada";23892,9;24159,5;30472,5;36452,0;49336,5;47822,1;52250,3;62855,7;70653,1;97962,8;107002,9;120659,0;143865,7;867385,0
"510500 Jauru";34294,3;44861,2;59276,3;77169,2;121915,8;144957,0;83425,2;94711,3;118777,7;125328,6;145574,3;183171,3;154420,0;1387882,2
"510510 Juara";105000,1;121684,7;155033,8;183265,3;233534,7;258467,1;275016,6;294408,6;347110,6;638782,2;705091,4;822775,6;672566,7;4812737,4
"510515 Juína";120761,2;145656,9;184170,2;214415,9;258862,3;329186,7;349311,1;409891,6;431228,2;450752,9;503522,2;600410,3;644334,4;4642503,9
"510517 Juruena";22685,9;26877,7;32964,7;37924,4;47912,6;47324,6;56469,6;69073,4;75415,2;91458,0;104175,3;120718,7;148663,9;881664,0
"510520 Juscimeira";44688,2;47740,8;60710,7;79077,1;109948,6;91862,2;102691,2;122901,7;137472,5;150357,9;135628,4;196242,4;214879,1;1494200,8
"510523 Lambari D'Oeste";23742,1;25204,3;32983,4;44230,4;45903,9;49900,8;79666,9;68480,1;71181,6;77361,8;124206,9;127293,8;136822,5;906978,5
"510525 Lucas do Rio Verde";300316,4;291434,4;412818,0;653603,4;753562,8;708761,9;660194,6;1045929,0;1684650,3;1772612,7;1651886,3;2138100,4;2483215,0;14557085,2
"510530 Luciara";6835,9;8013,2;8949,1;10372,9;10730,1;12942,7;13193,8;14066,7;17110,9;19380,9;21560,0;22296,9;22911,9;188365,0
"510558 Marcelândia";51235,2;57312,5;73064,0;94851,1;138651,0;136170,6;118239,5;138452,9;162250,1;289867,1;169285,9;171765,6;209079,8;1810225,3
"510560 Matupá";41390,1;58047,6;77849,9;127352,3;140056,9;161075,9;170772,9;210173,2;210242,2;249855,6;283745,9;333370,6;327085,3;2391018,4
"510562 Mirassol d'Oeste";82738,0;87230,1;103866,6;136717,5;181749,1;214053,0;215677,9;240767,1;285175,2;302042,4;395174,4;475935,7;517545,0;3238672,0
"510590 Nobres";101250,1;112976,4;108631,3;159968,6;164683,6;143254,4;143401,8;166262,1;199154,4;218381,7;237730,2;276996,3;312692,9;2345383,8
"510600 Nortelândia";21288,4;22983,6;27691,2;33436,3;43865,6;33496,2;36870,0;43161,2;59184,4;69282,0;63716,8;72709,1;85769,2;613454,0
"510610 Nossa Senhora do Livramento";31510,4;31883,4;43096,4;52283,3;64574,5;62982,5;64807,2;74680,4;85988,2;98419,1;100784,5;105352,4;122051,3;938413,6
"510615 Nova Bandeirantes";18021,0;20616,6;28652,7;36495,9;46106,1;52926,4;63210,3;78708,5;101350,5;192598,9;180725,3;167823,6;237865,0;1225100,8
"510620 Nova Brasilândia";17879,3;17396,8;19266,1;22529,9;32966,3;28905,5;29529,2;32593,6;39557,0;45307,2;49166,4;53195,5;55483,3;443776,1
"510621 Nova Canaã do Norte";31740,0;36186,1;46873,9;57515,2;66892,0;78064,0;98921,8;117629,0;140271,4;194849,0;189115,6;195168,2;270815,7;1524041,9
"510880 Nova Guarita";16022,4;17249,0;20379,3;24260,1;30463,5;35077,7;33652,8;36992,7;44065,8;45725,1;55658,8;58503,2;70254,5;488304,9
"510618 Nova Lacerda";12716,1;14463,3;20636,2;31652,7;40570,4;55281,5;48686,4;52642,3;64726,4;73657,4;105924,1;161546,0;147185,8;829688,6
"510885 Nova Marilândia";14353,4;15982,1;21832,2;27020,3;48549,8;38818,5;26414,5;30170,2;35827,7;38615,3;61050,9;87169,1;111348,7;557152,7
"510890 Nova Maringá";23592,0;27613,6;40664,8;71286,0;111894,6;92768,9;84378,5;109416,1;203293,6;215721,5;186278,4;250181,8;400430,2;1817520,0
"510895 Nova Monte Verde";21426,9;24567,2;34278,1;39715,8;50440,3;62137,5;67479,4;74633,5;104648,1;168417,0;155352,9;169229,1;166950,0;1139275,8
"510622 Nova Mutum";217256,7;225891,1;350257,1;590572,1;812474,1;673952,8;537896,9;894715,1;1330228,5;1202003,1;1425971,6;1826367,5;2129293,7;12216880,3
"510617 Nova Nazaré";-;4093,1;7507,1;13725,1;19237,6;15683,8;17418,4;21378,2;25219,0;27920,7;31247,4;35371,4;40337,7;259139,5
"510623 Nova Olímpia";123897,8;151915,2;178581,6;183046,0;174183,2;169326,2;218498,0;248042,1;249169,0;231798,1;302555,6;305085,5;327890,3;2863988,6
"510619 Nova Santa Helena";-;9581,0;14749,4;19961,0;21837,0;24875,2;25091,0;31224,7;46031,4;48996,6;47356,4;48107,4;59207,7;397018,8
"510624 Nova Ubiratã";88262,3;61321,0;135236,0;176065,5;362736,2;216438,7;158869,0;267265,0;443829,8;440994,1;307075,6;542643,4;662985,0;3863721,6
"510625 Nova Xavantina";70668,5;78100,8;96051,5;118056,2;147735,9;150719,5;143944,3;172878,4;237814,1;223964,9;251405,9;269121,4;308668,8;2269130,2
"510627 Novo Horizonte do Norte";10059,8;12424,3;16309,4;18135,8;20902,5;21677,8;24987,6;29308,9;30171,6;32784,0;38303,1;52273,8;49472,2;356810,8
"510626 Novo Mundo";19973,5;21870,4;31602,0;40487,5;52826,3;51858,8;53573,3;62839,1;85655,9;100905,4;121631,8;127539,9;138978,8;909742,7
"510631 Novo Santo Antônio";-;2564,0;4676,0;6835,5;6382,1;8249,2;9148,7;11599,2;15123,1;18348,8;22935,1;23053,4;23960,6;152875,7
"510628 Novo São Joaquim";165467,5;72972,5;108585,2;147295,6;200152,6;198097,1;121962,2;165259,4;205889,4;223230,5;192287,8;253420,6;308961,8;2363582,2
"510629 Paranaíta";31664,0;34183,8;43299,4;50090,9;63444,7;69083,0;75367,2;88996,6;120593,7;139932,1;182430,3;185016,8;274729,9;1358832,4
"510630 Paranatinga";65005,7;81928,3;106591,7;127383,6;196716,6;170715,9;161612,9;209094,6;286953,0;382204,1;313661,2;426685,9;503613,1;3032166,6
"510637 Pedra Preta";117497,9;117691,5;181452,2;235687,3;334206,5;418175,4;302964,4;355882,3;381854,0;370805,0;407398,1;449359,7;465468,1;4138442,4
"510642 Peixoto de Azevedo";57535,4;63877,5;77573,9;89125,4;107630,6;114661,9;128995,4;161476,4;185057,7;220753,5;274177,1;333264,0;388296,1;2202424,9
"510645 Planalto da Serra";16203,0;12902,0;19775,9;26706,7;35679,5;24254,0;20981,3;20820,8;29924,1;33855,7;34099,0;39665,0;48125,9;362992,9
"510650 Poconé";76041,3;78777,8;101620,0;122819,8;143698,7;160933,8;187035,3;205509,2;220055,1;284068,1;314326,4;329529,6;372547,0;2596962,1
"510665 Pontal do Araguaia";11986,3;13446,2;17205,1;18978,5;23103,3;26184,6;29137,1;33782,9;39187,3;42830,9;56442,5;56277,9;61539,4;430102,0
"510670 Ponte Branca";6619,1;6860,2;8739,5;11033,3;14213,3;18780,4;16471,9;19322,8;21532,9;22614,8;22743,4;25811,5;27809,4;222552,5
"510675 Pontes e Lacerda";156293,3;179904,8;238354,0;223847,4;258624,8;301280,6;332359,2;382306,6;464524,2;524260,9;528440,5;598528,8;647692,9;4836418,0
"510677 Porto Alegre do Norte";17590,5;21651,8;25297,6;31225,6;37669,0;45802,1;57951,4;63095,6;79926,3;90179,0;99351,4;104579,1;181967,9;856287,3
"510680 Porto dos Gaúchos";22889,5;30382,1;42861,3;55408,2;118596,4;111661,9;79383,8;81460,9;127842,6;134734,2;141079,1;187592,8;219338,4;1353231,2
"510682 Porto Esperidião";33898,6;37445,2;46797,2;60207,5;69720,6;75953,3;81824,0;88948,0;102897,4;113326,2;134102,1;139454,7;161331,6;1145906,4
"510685 Porto Estrela";11528,5;12606,1;15282,2;18046,3;22000,9;24529,3;27892,5;29143,2;34304,8;40514,6;42080,3;42336,0;44670,1;364934,8
"510700 Poxoréo";81757,2;83697,9;106319,2;151537,7;188469,6;197398,8;168080,7;215524,5;277674,7;288092,5;277225,2;353163,6;428159,2;2817100,8
"510704 Primavera do Leste";436973,4;499959,0;686446,3;951963,3;1264523,0;1233266,5;880565,1;1340718,8;1862040,9;1970874,2;2073039,7;2605748,0;2867798,3;18673916,5
"510706 Querência";38908,8;47257,4;69622,1;98774,2;214786,8;174882,5;169841,2;300609,7;425644,0;509789,1;398717,8;640729,5;819703,8;3909266,9
"510715 Reserva do Cabaçal";6635,0;7135,8;8404,4;9836,2;12329,4;13987,9;16021,2;18852,4;20640,6;23337,5;27488,3;29261,6;34246,3;228176,6
"510718 Ribeirão Cascalheira";26480,4;27579,8;40588,2;48846,7;60974,4;66015,8;63457,3;70404,0;93546,0;102156,1;114191,8;136233,1;149263,1;999736,7
"510719 Ribeirãozinho";9598,0;8333,1;12797,5;17863,8;27596,4;21442,3;22421,9;24319,1;32613,3;32902,1;31283,8;40850,7;53518,7;335540,7
"510720 Rio Branco";16774,1;17660,3;22156,8;27619,6;26733,5;30050,3;39149,0;57031,5;55876,1;44956,5;52382,7;52455,4;55179,4;498025,2
