SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,AREA_ALBERS_SQKM
308051534,31534,Gladstone,3005,Gladstone - Tannum Sands,10.2312
308051535,31535,Gladstone Hinterland,3000,Not in any Significant Urban Area (Qld),6465.4027
308051536,31536,Kin Kora - Sun Valley,3005,Gladstone - Tannum Sands,2.6877
308051537,31537,South Trees,3005,Gladstone - Tannum Sands,24.1106
308051538,31538,Telina - Toolooa,3005,Gladstone - Tannum Sands,23.5131
308051539,31539,West Gladstone,3005,Gladstone - Tannum Sands,7.0739
309011224,31224,Broadbeach Waters,3006,Gold Coast - Tweed Heads,5.3144
309011225,31225,Burleigh Heads,3006,Gold Coast - Tweed Heads,8.5593
309011226,31226,Burleigh Waters,3006,Gold Coast - Tweed Heads,6.7193
309011227,31227,Mermaid Beach - Broadbeach,3006,Gold Coast - Tweed Heads,2.9988
309011228,31228,Mermaid Waters,3006,Gold Coast - Tweed Heads,7.0845
309011229,31229,Miami,3006,Gold Coast - Tweed Heads,2.9963
309021230,31230,Coolangatta,3006,Gold Coast - Tweed Heads,1.9003
309021231,31231,Currumbin - Tugun,3006,Gold Coast - Tweed Heads,7.9265
309021232,31232,Currumbin Waters,3006,Gold Coast - Tweed Heads,9.9207
309021233,31233,Elanora,3006,Gold Coast - Tweed Heads,8.8935
309021234,31234,Palm Beach,3006,Gold Coast - Tweed Heads,6.3315
309031235,31235,Arundel,3006,Gold Coast - Tweed Heads,9.7383
309031236,31236,Biggera Waters,3006,Gold Coast - Tweed Heads,3.1747
309031237,31237,Coombabah,3006,Gold Coast - Tweed Heads,11.6056
309031238,31238,Labrador,3006,Gold Coast - Tweed Heads,4.9957
309031239,31239,Paradise Point - Hollywell,3006,Gold Coast - Tweed Heads,5.6629
309031240,31240,Runaway Bay,3006,Gold Coast - Tweed Heads,5.4921
309041241,31241,Guanaba - Springbrook,3000,Not in any Significant Urban Area (Qld),303.7769
309041242,31242,Tamborine - Canungra,3000,Not in any Significant Urban Area (Qld),524.1823
309051243,31243,Currumbin Valley - Tallebudgera,3006,Gold Coast - Tweed Heads,114.4722
309051244,31244,Mudgeeraba - Bonogin,3006,Gold Coast - Tweed Heads,66.6425
309051245,31245,Reedy Creek - Andrews,3006,Gold Coast - Tweed Heads,8.0893
309061246,31246,Carrara,3006,Gold Coast - Tweed Heads,14.5907
309061247,31247,Highland Park,3006,Gold Coast - Tweed Heads,4.6312
309061248,31248,Nerang - Mount Nathan,3006,Gold Coast - Tweed Heads,61.4986
309061249,31249,Pacific Pines - Gaven,3006,Gold Coast - Tweed Heads,16.4182
309061250,31250,Worongary - Tallai,3006,Gold Coast - Tweed Heads,26.0146
309071251,31251,Coomera,3006,Gold Coast - Tweed Heads,24.6577
309071252,31252,Helensvale,3006,Gold Coast - Tweed Heads,20.1329
309071253,31253,Hope Island,3006,Gold Coast - Tweed Heads,55.7798
309071254,31254,Jacobs Well - Alberton,3006,Gold Coast - Tweed Heads,153.7124
309071255,31255,Ormeau - Yatala,3006,Gold Coast - Tweed Heads,72.1503
309071256,31256,Oxenford - Maudsland,3006,Gold Coast - Tweed Heads,26.8573
309071257,31257,Pimpama,3006,Gold Coast - Tweed Heads,40.7288
309071258,31258,Upper Coomera - Willow Vale,3006,Gold Coast - Tweed Heads,125.8424
309081259,31259,Clear Island Waters,3006,Gold Coast - Tweed Heads,4.4005
309081260,31260,Merrimac,3006,Gold Coast - Tweed Heads,8.3221
309081261,31261,Robina,3006,Gold Coast - Tweed Heads,14.9592
309081262,31262,Varsity Lakes,3006,Gold Coast - Tweed Heads,5.9507
309091263,31263,Ashmore,3006,Gold Coast - Tweed Heads,6.8309
309091264,31264,Molendinar,3006,Gold Coast - Tweed Heads,7.6539
309091265,31265,Parkwood,3006,Gold Coast - Tweed Heads,6.2058
309091540,31540,Southport - North,3006,Gold Coast - Tweed Heads,7.6161
309091541,31541,Southport - South,3006,Gold Coast - Tweed Heads,6.6527
309101267,31267,Benowa,3006,Gold Coast - Tweed Heads,6.5537
309101268,31268,Bundall,3006,Gold Coast - Tweed Heads,3.902
309101269,31269,Main Beach,3006,Gold Coast - Tweed Heads,3.5492
309101270,31270,Surfers Paradise,3006,Gold Coast - Tweed Heads,5.7961
310011271,31271,Darra - Sumner,3001,Brisbane,7.464
310011272,31272,Durack,3001,Brisbane,4.3652
310011273,31273,Forest Lake - Doolandella,3001,Brisbane,15.0377
310011274,31274,Inala - Richlands,3001,Brisbane,10.8744
310011275,31275,Oxley (Qld),3001,Brisbane,6.9162
310011276,31276,Wacol,3001,Brisbane,19.0567
310021277,31277,Boonah,3000,Not in any Significant Urban Area (Qld),2099.4271
310021278,31278,Esk,3000,Not in any Significant Urban Area (Qld),1889.6919
310021279,31279,Lake Manchester - England Creek,3000,Not in any Significant Urban Area (Qld),112.8254
310021280,31280,Lockyer Valley - East,3000,Not in any Significant Urban Area (Qld),741.5888
310021281,31281,Lowood,3000,Not in any Significant Urban Area (Qld),617.6974
310021282,31282,Rosewood,3001,Brisbane,674.5527
310031283,31283,Brassall,3001,Brisbane,8.2061
310031284,31284,Bundamba,3001,Brisbane,17.2488
310031285,31285,Churchill - Yamanto,3001,Brisbane,9.3656
310031286,31286,Ipswich - Central,3001,Brisbane,7.8712
310031287,31287,Ipswich - East,3001,Brisbane,11.4813
310031288,31288,Ipswich - North,3001,Brisbane,65.1896
310031289,31289,Karalee - Barellan Point,3001,Brisbane,19.2137
310031290,31290,Karana Downs,3001,Brisbane,62.1929
310031291,31291,Leichhardt - One Mile,3001,Brisbane,20.2238
310031292,31292,North Ipswich - Tivoli,3001,Brisbane,9.564
310031293,31293,Raceview,3001,Brisbane,9.1487
310031294,31294,Ripley,3001,Brisbane,130.5659
310031295,31295,Riverview,3001,Brisbane,7.7848
310041296,31296,Bellbird Park - Brookwater,3001,Brisbane,16.103
310041297,31297,Camira - Gailes,3001,Brisbane,9.396
310041298,31298,Carole Park,3001,Brisbane,4.0275
310041299,31299,Collingwood Park - Redbank,3001,Brisbane,15.7432
310041300,31300,Goodna,3001,Brisbane,7.8594
310041301,31301,New Chum,3001,Brisbane,5.9998
310041302,31302,Redbank Plains,3001,Brisbane,19.3743
310041303,31303,Springfield,3001,Brisbane,6.6757
310041304,31304,Springfield Lakes,3001,Brisbane,18.4141
311011305,31305,Beaudesert,3000,Not in any Significant Urban Area (Qld),1628.0131
311021306,31306,Beenleigh,3001,Brisbane,7.6722
311021307,31307,Eagleby,3001,Brisbane,13.816
311021308,31308,Edens Landing - Holmview,3001,Brisbane,6.6117
311021309,31309,Mount Warren Park,3001,Brisbane,4.2169
311021310,31310,Wolffdene - Bahrs Scrub,3001,Brisbane,27.8338
311031311,31311,Boronia Heights - Park Ridge,3001,Brisbane,31.9523
311031312,31312,Browns Plains,3001,Brisbane,7.329
311031313,31313,Chambers Flat - Logan Reserve,3001,Brisbane,36.3071
311031314,31314,Crestmead,3001,Brisbane,6.9676
311031315,31315,Greenbank Military Camp,3001,Brisbane,40.5687
311031316,31316,Hillcrest,3001,Brisbane,9.3798
311031317,31317,Marsden,3001,Brisbane,6.9167
311031318,31318,Munruben - Park Ridge South,3001,Brisbane,20.7728
311031319,31319,Regents Park - Heritage Park,3001,Brisbane,9.385
311041320,31320,Greenbank,3001,Brisbane,258.4524
311041321,31321,Jimboomba,3001,Brisbane,249.6587
311041322,31322,Logan Village,3001,Brisbane,74.3213
311051323,31323,Bethania - Waterford,3001,Brisbane,12.6296
311051324,31324,Cornubia - Carbrook,3001,Brisbane,37.5373
311051325,31325,Loganholme - Tanah Merah,3001,Brisbane,13.2828
311051326,31326,Loganlea,3001,Brisbane,11.3071
311051327,31327,Shailer Park,3001,Brisbane,8.0261
311051328,31328,Waterford West,3001,Brisbane,5.9446
311061329,31329,Daisy Hill,3001,Brisbane,8.9794
311061330,31330,Kingston (Qld.),3001,Brisbane,6.8058
311061331,31331,Logan Central,3001,Brisbane,5.1335
311061332,31332,Rochedale South - Priestdale,3001,Brisbane,13.0112
311061333,31333,Slacks Creek,3001,Brisbane,8.3056
311061334,31334,Springwood,3001,Brisbane,6.1501
311061335,31335,Underwood,3001,Brisbane,4.1871
311061336,31336,Woodridge,3001,Brisbane,4.67
312011337,31337,Bowen,3000,Not in any Significant Urban Area (Qld),52.6281
312011338,31338,Broadsound - Nebo,3000,Not in any Significant Urban Area (Qld),27991.3921
312011339,31339,Clermont,3000,Not in any Significant Urban Area (Qld),27669.8866
312011340,31340,Collinsville,3000,Not in any Significant Urban Area (Qld),21092.2365
312011341,31341,Moranbah,3000,Not in any Significant Urban Area (Qld),3046.6387
312021342,31342,Andergrove - Beaconsfield,3010,Mackay,17.556
312021343,31343,East Mackay,3010,Mackay,4.6173
312021344,31344,Eimeo - Rural View,3010,Mackay,22.1194
312021345,31345,Eungella Hinterland,3000,Not in any Significant Urban Area (Qld),2048.7748
312021346,31346,Mackay,3010,Mackay,3.973
312021347,31347,Mackay Harbour,3010,Mackay,10.1718
312021348,31348,Mount Pleasant - Glenella,3010,Mackay,56.1818
312021349,31349,North Mackay,3010,Mackay,9.6827
312021350,31350,Ooralea - Bakers Creek,3010,Mackay,48.6972
312021351,31351,Pioneer Valley,3000,Not in any Significant Urban Area (Qld),1184.1722
312021352,31352,Sarina,3000,Not in any Significant Urban Area (Qld),1439.646
312021353,31353,Seaforth - Calen,3000,Not in any Significant Urban Area (Qld),2104.086
312021354,31354,Shoal Point - Bucasia,3010,Mackay,17.8539
312021355,31355,Slade Point,3010,Mackay,8.893
312021356,31356,South Mackay,3010,Mackay,6.8909
312021357,31357,Walkerston - Eton,3000,Not in any Significant Urban Area (Qld),624.1895
312021358,31358,West Mackay,3010,Mackay,5.7909
312031359,31359,Airlie - Whitsundays,3000,Not in any Significant Urban Area (Qld),304.0111
312031360,31360,Cape Conway,3000,Not in any Significant Urban Area (Qld),295.3659
312031361,31361,Proserpine,3000,Not in any Significant Urban Area (Qld),2074.6506
313011362,31362,Beachmere - Sandstone Point,3001,Brisbane,110.0961
313011363,31363,Bribie Island,3001,Brisbane,145.3505
313021364,31364,Burpengary - East,3001,Brisbane,27.2033
313021365,31365,Caboolture,3001,Brisbane,74.4529
313021366,31366,Caboolture - South,3001,Brisbane,13.9768
313021367,31367,Elimbah,3001,Brisbane,101.1794
313021368,31368,Morayfield - East,3001,Brisbane,8.5225
313021369,31369,Wamuran,3001,Brisbane,89.386
313031370,31370,Kilcoy,3000,Not in any Significant Urban Area (Qld),2863.2648
313031371,31371,Woodford - D'Aguilar,3000,Not in any Significant Urban Area (Qld),525.0208
313041372,31372,Burpengary,3001,Brisbane,22.3343
313041373,31373,Deception Bay,3001,Brisbane,31.878
313041374,31374,Morayfield,3001,Brisbane,24.9311
313041375,31375,Narangba,3001,Brisbane,37.7088
313041376,31376,Upper Caboolture,3001,Brisbane,55.5614
313051377,31377,Clontarf,3001,Brisbane,6.3079
313051378,31378,Margate - Woody Point,3001,Brisbane,4.2806
313051379,31379,Redcliffe,3001,Brisbane,4.1828
313051380,31380,Rothwell - Kippa-Ring,3001,Brisbane,15.3908
313051542,31542,Scarborough - Newport - Moreton Island,3001,Brisbane,183.4277
314011382,31382,Albany Creek,3001,Brisbane,9.7817
314011383,31383,Cashmere,3001,Brisbane,45.2329
314011384,31384,Dayboro,3001,Brisbane,406.8379
314011385,31385,Eatons Hill,3001,Brisbane,9.1057
314011386,31386,The Hills District,3001,Brisbane,31.6238
314011387,31387,Samford Valley,3001,Brisbane,166.0989
314021388,31388,Dakabin - Kallangur,3001,Brisbane,16.637
314021389,31389,Murrumba Downs - Griffin,3001,Brisbane,22.5196
314021390,31390,North Lakes - Mango Hill,3001,Brisbane,27.1609
314031391,31391,Bray Park,3001,Brisbane,4.4865
314031392,31392,Lawnton,3001,Brisbane,9.2992
314031393,31393,Petrie,3001,Brisbane,6.7374
314031394,31394,Strathpine - Brendale,3001,Brisbane,17.8734
315011395,31395,Aurukun,3000,Not in any Significant Urban Area (Qld),7423.989
315011396,31396,Cape York,3000,Not in any Significant Urban Area (Qld),112960.6967
315011397,31397,Croydon - Etheridge,3000,Not in any Significant Urban Area (Qld),68697.198
315011398,31398,Kowanyama - Pormpuraaw,3000,Not in any Significant Urban Area (Qld),6950.6982
315011399,31399,Northern Peninsula,3000,Not in any Significant Urban Area (Qld),1052.0676
315011400,31400,Tablelands,3000,Not in any Significant Urban Area (Qld),52403.0178
315011401,31401,Torres,3000,Not in any Significant Urban Area (Qld),883.731
315011402,31402,Torres Strait Islands,3000,Not in any Significant Urban Area (Qld),490.031
315011403,31403,Weipa,3000,Not in any Significant Urban Area (Qld),16.1611
315021404,31404,Carpentaria,3000,Not in any Significant Urban Area (Qld),114445.7683
315021405,31405,Mount Isa,3012,Mount Isa,62.8098
315021406,31406,Mount Isa Region,3000,Not in any Significant Urban Area (Qld),84056.1136
315021407,31407,Northern Highlands,3000,Not in any Significant Urban Area (Qld),108517.4841
315031408,31408,Barcaldine - Blackall,3000,Not in any Significant Urban Area (Qld),83919.9037
315031409,31409,Charleville,3000,Not in any Significant Urban Area (Qld),40699.7585
315031410,31410,Far Central West,3000,Not in any Significant Urban Area (Qld),271279.763
315031411,31411,Far South West,3000,Not in any Significant Urban Area (Qld),188751.2847
315031412,31412,Longreach,3000,Not in any Significant Urban Area (Qld),40572.2443
316011413,31413,Buderim - North,3014,Sunshine Coast,24.1124
316011414,31414,Buderim - South,3014,Sunshine Coast,30.1384
316011415,31415,Mountain Creek,3014,Sunshine Coast,7.368
316011416,31416,Sippy Downs,3014,Sunshine Coast,14.7651
316021417,31417,Aroona - Currimundi,3014,Sunshine Coast,5.5136
316021418,31418,Buddina - Minyama,3014,Sunshine Coast,4.0969
316021419,31419,Caloundra - Kings Beach,3014,Sunshine Coast,3.9911
316021420,31420,Caloundra - West,3014,Sunshine Coast,71.6378
316021421,31421,Golden Beach - Pelican Waters,3014,Sunshine Coast,10.453
316021422,31422,Moffat Beach - Battery Hill,3014,Sunshine Coast,3.8929
316021423,31423,Parrearra - Warana,3014,Sunshine Coast,6.8866
316021424,31424,Wurtulla - Birtinya,3014,Sunshine Coast,6.6343
316031425,31425,Coolum Beach,3014,Sunshine Coast,18.1108
316031426,31426,Marcoola - Mudjimba,3014,Sunshine Coast,32.8881
316031427,31427,Maroochydore - Kuluin,3014,Sunshine Coast,13.8495
316031428,31428,Mooloolaba - Alexandra Headland,3014,Sunshine Coast,5.5009
316051434,31434,Noosa Heads,3014,Sunshine Coast,13.0071
316051435,31435,Noosaville,3014,Sunshine Coast,26.4403
316051437,31437,Sunshine Beach,3014,Sunshine Coast,7.2839
316051438,31438,Tewantin,3014,Sunshine Coast,25.618
316051543,31543,Peregian Beach - Marcus Beach,3014,Sunshine Coast,13.6938
316051544,31544,Peregian Springs,3014,Sunshine Coast,6.0601
316061439,31439,Beerwah,3000,Not in any Significant Urban Area (Qld),148.6221
316061440,31440,Caloundra Hinterland,3000,Not in any Significant Urban Area (Qld),459.3262
316061441,31441,Glass House Mountains,3000,Not in any Significant Urban Area (Qld),184.2289
316061442,31442,Landsborough,3000,Not in any Significant Urban Area (Qld),134.3176
316061443,31443,Maroochy Hinterland,3000,Not in any Significant Urban Area (Qld),526.3125
316061444,31444,Palmwoods,3014,Sunshine Coast,115.2091
316071545,31545,Bli Bli,3014,Sunshine Coast,44.7696
316071546,31546,Diddillibah - Rosemount,3014,Sunshine Coast,31.3023
316071547,31547,Eumundi - Yandina,3014,Sunshine Coast,215.7896
316071548,31548,Nambour,3014,Sunshine Coast,54.0249
316081549,31549,Noosa Hinterland,3014,Sunshine Coast,820.066
317011445,31445,Cambooya - Wyreema,3015,Toowoomba,227.5384
317011446,31446,Darling Heights,3015,Toowoomba,12.536
317011447,31447,Drayton - Harristown,3015,Toowoomba,16.278
317011448,31448,Gatton,3000,Not in any Significant Urban Area (Qld),49.9777
317011449,31449,Gowrie (Qld),3015,Toowoomba,81.0101
317011450,31450,Highfields,3015,Toowoomba,149.2803
317011451,31451,Lockyer Valley - West,3000,Not in any Significant Urban Area (Qld),1480.2184
317011452,31452,Middle Ridge,3015,Toowoomba,8.6802
317011453,31453,Newtown (Qld),3015,Toowoomba,5.5435
317011454,31454,North Toowoomba - Harlaxton,3015,Toowoomba,10.3068
317011455,31455,Rangeville,3015,Toowoomba,8.2521
317011456,31456,Toowoomba - Central,3015,Toowoomba,9.5179
317011457,31457,Toowoomba - East,3015,Toowoomba,19.4162
317011458,31458,Toowoomba - West,3015,Toowoomba,161.2954
317011459,31459,Wilsonton,3015,Toowoomba,18.9445
318011460,31460,Ayr,3000,Not in any Significant Urban Area (Qld),69.829
318011461,31461,Burdekin,3000,Not in any Significant Urban Area (Qld),4878.6303
318011462,31462,Charters Towers,3000,Not in any Significant Urban Area (Qld),41.8593
318011463,31463,Dalrymple,3000,Not in any Significant Urban Area (Qld),68340.305
318011464,31464,Ingham,3000,Not in any Significant Urban Area (Qld),41.6192
318011465,31465,Ingham Region,3000,Not in any Significant Urban Area (Qld),2765.5697
318011466,31466,Palm Island,3000,Not in any Significant Urban Area (Qld),71.9928
318021467,31467,Aitkenvale,3016,Townsville,3.3069
318021468,31468,Annandale,3016,Townsville,18.8364
318021469,31469,Belgian Gardens - Pallarenda,3016,Townsville,39.8289
318021470,31470,Bohle Plains,3016,Townsville,100.0625
318021471,31471,Condon - Rasmussen,3016,Townsville,46.1617
318021472,31472,Cranbrook,3016,Townsville,3.3581
318021473,31473,Deeragun,3016,Townsville,66.0566
318021474,31474,Douglas,3016,Townsville,78.9574
318021475,31475,Garbutt - West End,3016,Townsville,17.0488
318021476,31476,Gulliver - Currajong - Vincent,3016,Townsville,4.9312
318021477,31477,Heatley,3016,Townsville,2.0316
318021478,31478,Hermit Park - Rosslea,3016,Townsville,3.8838
318021479,31479,Hyde Park - Pimlico,3016,Townsville,3.1985
318021480,31480,Kelso,3016,Townsville,170.3565
318021481,31481,Kirwan - East,3016,Townsville,3.5233
318021482,31482,Kirwan - West,3016,Townsville,9.3421
318021483,31483,Magnetic Island,3000,Not in any Significant Urban Area (Qld),51.1523
318021484,31484,Mount Louisa,3016,Townsville,31.6019
318021485,31485,Mundingburra,3016,Townsville,2.6394
318021486,31486,Northern Beaches,3000,Not in any Significant Urban Area (Qld),1008.6849
318021487,31487,Oonoonba,3016,Townsville,8.6993
318021488,31488,South Townsville - Railway Estate,3016,Townsville,9.179
318021489,31489,Townsville - South,3000,Not in any Significant Urban Area (Qld),2073.1701
318021490,31490,Townsville City - North Ward,3016,Townsville,6.763
318021491,31491,Wulguru - Roseneath,3016,Townsville,63.5182
319011492,31492,Ashfield - Kepnock,3002,Bundaberg,8.0749
319011493,31493,Bargara - Burnett Heads,3002,Bundaberg,144.5297
319011494,31494,Branyan - Kensington,3002,Bundaberg,50.4255
319011495,31495,Bundaberg,3002,Bundaberg,6.1218
319011496,31496,Bundaberg East - Kalkie,3002,Bundaberg,13.7591
319011497,31497,Bundaberg North - Gooburrum,3002,Bundaberg,53.8539
319011498,31498,Bundaberg Region - North,3000,Not in any Significant Urban Area (Qld),1273.685
319011499,31499,Bundaberg Region - South,3000,Not in any Significant Urban Area (Qld),2207.1817
319011500,31500,Millbank - Avoca,3002,Bundaberg,9.54
319011501,31501,Svensson Heights - Norville,3002,Bundaberg,6.399
319011502,31502,Walkervale - Avenell Heights,3002,Bundaberg,12.442
319021503,31503,Gayndah - Mundubbera,3000,Not in any Significant Urban Area (Qld),8513.3531
319021504,31504,Gin Gin,3000,Not in any Significant Urban Area (Qld),2355.4671
319021505,31505,Kingaroy,3009,Kingaroy,70.1948
319021506,31506,Kingaroy Region - North,3000,Not in any Significant Urban Area (Qld),4332.3355
319021507,31507,Kingaroy Region - South,3000,Not in any Significant Urban Area (Qld),2370.7257
319021508,31508,Monto - Eidsvold,3000,Not in any Significant Urban Area (Qld),11156.4958
319021509,31509,Nanango,3000,Not in any Significant Urban Area (Qld),1648.7359
319021510,31510,North Burnett,3000,Not in any Significant Urban Area (Qld),289.5233
319031511,31511,Cooloola,3000,Not in any Significant Urban Area (Qld),1141.6393
319031512,31512,Gympie - North,3007,Gympie,42.6859
319031513,31513,Gympie - South,3007,Gympie,26.7757
319031514,31514,Gympie Region,3000,Not in any Significant Urban Area (Qld),2544.6625
319031515,31515,Kilkivan,3000,Not in any Significant Urban Area (Qld),3219.4644
319041516,31516,Booral - River Heads,3000,Not in any Significant Urban Area (Qld),158.341
319041517,31517,Craignish - Dundowran Beach,3008,Hervey Bay,35.6108
319041518,31518,Pialba - Eli Waters,3008,Hervey Bay,18.7194
319041519,31519,Point Vernon,3008,Hervey Bay,4.8459
319041520,31520,Torquay - Scarness - Kawungan,3008,Hervey Bay,10.9419
319041521,31521,Urangan - Wondunna,3008,Hervey Bay,23.0979
319051522,31522,Burrum - Fraser,3000,Not in any Significant Urban Area (Qld),2759.1365
319051523,31523,Granville,3011,Maryborough,49.0135
319051524,31524,Maryborough (Qld),3011,Maryborough,84.2739
319051525,31525,Maryborough Region - South,3000,Not in any Significant Urban Area (Qld),3823.1904
319051526,31526,Tinana,3011,Maryborough,37.3373
397979799,39799,Migratory - Offshore - Shipping (Qld),3000,Not in any Significant Urban Area (Qld),0
399999499,39499,No usual address (Qld),3000,Not in any Significant Urban Area (Qld),0
401011001,41001,Adelaide,4001,Adelaide,10.4824
401011002,41002,North Adelaide,4001,Adelaide,5.0909
401021003,41003,Adelaide Hills,4000,Not in any Significant Urban Area (SA),364.439
401021004,41004,Aldgate - Stirling,4001,Adelaide,117.2141
401021005,41005,Hahndorf - Echunga,4001,Adelaide,110.1516
401021006,41006,Lobethal - Woodside,4001,Adelaide,202.4981
401021007,41007,Mount Barker,4001,Adelaide,54.1038
401021008,41008,Mount Barker Region,4000,Not in any Significant Urban Area (SA),395.6658
401021009,41009,Nairne,4001,Adelaide,24.8562
401021010,41010,Uraidla - Summertown,4001,Adelaide,119.1882
401031011,41011,Burnside - Wattle Park,4001,Adelaide,11.305
401031012,41012,Glenside - Beaumont,4001,Adelaide,9.5264
401031013,41013,Toorak Gardens,4001,Adelaide,6.6869
401041014,41014,Athelstone,4001,Adelaide,6.204
401041015,41015,Paradise - Newton,4001,Adelaide,9.2257
401041016,41016,Rostrevor - Magill,4001,Adelaide,9.9383
401051017,41017,Norwood (SA),4001,Adelaide,3.8926
401051018,41018,Payneham - Felixstow,4001,Adelaide,5.2284
401051019,41019,St Peters - Marden,4001,Adelaide,5.9826
401061020,41020,Nailsworth - Broadview,4001,Adelaide,2.3161
401061021,41021,Prospect,4001,Adelaide,5.4754
401061022,41022,Walkerville,4001,Adelaide,3.53
401071023,41023,Goodwood - Millswood,4001,Adelaide,7.1977
401071024,41024,Unley - Parkside,4001,Adelaide,7.0726
402011025,41025,Gawler - North,4001,Adelaide,145.5294
402011026,41026,Gawler - South,4001,Adelaide,76.7139
