NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Timbé do Sul/SC,4218103,5338.00
São Martinho/RS,4319109,5336.00
Marianópolis do Tocantins/TO,1712504,5332.00
Rio Espera/MG,3155207,5332.00
Jaboti/PR,4111704,5332.00
Fartura do Piauí/PI,2203750,5330.00
Campina das Missões/RS,4303707,5325.00
Itaverava/MG,3133907,5321.00
Álvaro de Carvalho/SP,3501400,5320.00
Minador do Negrão/AL,2705309,5315.00
Presidente Bernardes/MG,3153103,5315.00
Barro Preto/BA,2903300,5312.00
Borborema/PB,2502706,5311.00
Barão de Monte Alto/MG,3105509,5311.00
Acorizal/MT,5100102,5309.00
Parazinho/RN,2408805,5307.00
Aricanduva/MG,3104452,5305.00
Aliança do Tocantins/TO,1700350,5303.00
Virgolândia/MG,3171907,5303.00
Divina Pastora/SE,2802007,5290.00
Franciscópolis/MG,3126752,5287.00
Diamante D'Oeste/PR,4107157,5279.00
Almadina/BA,2900900,5273.00
Landri Sales/PI,2205607,5272.00
Volta Grande/MG,3172103,5270.00
Francisco Dumont/MG,3126604,5268.00
Canas/SP,3509957,5268.00
Curvelândia/MT,5103437,5267.00
São Luiz do Norte/GO,5220157,5263.00
Santa Rosa do Piauí/PI,2209377,5254.00
Nova Tebas/PR,4117271,5252.00
Boa Ventura/PB,2502102,5248.00
Barracão/RS,4301800,5237.00
Fruta de Leite/MG,3127073,5232.00
Janduís/RN,2405207,5228.00
Dom Silvério/MG,3122702,5227.00
Figueirópolis/TO,1707652,5222.00
Sertão/RS,4320503,5220.00
Lagoa do Sítio/PI,2205599,5219.00
Curral de Cima/PB,2505279,5209.00
Jequitibá/MG,3135704,5203.00
Santa Maria do Salto/MG,3158102,5203.00
Palmópolis/MG,3146750,5196.00
Tamboara/PR,4126702,5196.00
Guarujá do Sul/SC,4206603,5196.00
Jacaré dos Homens/AL,2703403,5185.00
Itaguaru/GO,5210604,5184.00
Nova Erechim/SC,4211405,5163.00
Cristiano Otoni/MG,3120409,5161.00
São Pedro do Suaçuí/MG,3164100,5160.00
Rafael Fernandes/RN,2410504,5158.00
São Nicolau/RS,4319208,5153.00
Sertãozinho/PB,2515930,5152.00
São José da Varginha/MG,3163102,5151.00
Sertaneja/PR,4126405,5149.00
Rio Branco/MT,5107206,5147.00
Dores de Guanhães/MG,3123106,5139.00
Goianorte/TO,1708304,5136.00
Olho d'Água Grande/AL,2705903,5133.00
Brochier/RS,4302659,5132.00
Caturaí/GO,5205208,5132.00
Agricolândia/PI,2200103,5123.00
Bom Jesus do Tocantins/TO,1703305,5120.00
Rochedo/MS,5007505,5120.00
Madre de Deus de Minas/MG,3139102,5119.00
Rio do Prado/MG,3155108,5117.00
Analândia/SP,3502002,5115.00
Selbach/RS,4320305,5114.00
José Raydan/MG,3136553,5104.00
Caridade do Piauí/PI,2202554,5102.00
Turvolândia/MG,3169802,5099.00
Santana de Mangueira/PB,2513505,5098.00
Campo Alegre do Fidalgo/PI,2202117,5093.00
Bocaina de Minas/MG,3107208,5088.00
Liberato Salzano/RS,4311601,5087.00
Gameleiras/MG,3127339,5084.00
Cacique Doble/RS,4303202,5083.00
Guaramiranga/CE,2305100,5073.00
Crucilândia/MG,3120607,5072.00
Cabixi/RO,1100031,5067.00
Palestina/AL,2706208,5061.00
Congonhas do Norte/MG,3118106,5047.00
Vargem Grande do Rio Pardo/MG,3170651,5045.00
São Gonçalo do Piauí/PI,2209807,5044.00
Descoberto/MG,3121308,5044.00
Pranchita/PR,4120358,5035.00
Piedade dos Gerais/MG,3150406,5034.00
Baraúna/PB,2501534,5033.00
Rondinha/RS,4316204,5033.00
Honório Serpa/PR,4109658,5030.00
Palmeira do Piauí/PI,2207405,5029.00
Pingo-d'Água/MG,3150539,5029.00
São Raimundo do Doca Bezerra/MA,2111631,5028.00
Campos Novos Paulista/SP,3509809,5028.00
Cuparaque/MG,3120839,5026.00
Dom Cavati/MG,3122504,5025.00
José Boiteux/SC,4209151,5019.00
Tupandi/RS,4322251,5019.00
Nova Esperança do Sudoeste/PR,4116950,5014.00
Itacuruba/PE,2607406,5013.00
Nova Palmeira/PB,2510303,5011.00
Guaraciama/MG,3128253,5005.00
Ibertioga/MG,3129400,4999.00
Liberdade/MG,3138500,4994.00
Itapura/SP,3523008,4994.00
Currais/PI,2203230,4982.00
Aceguá/RS,4300034,4981.00
Diamante do Norte/PR,4107108,4975.00
Divino das Laranjeiras/MG,3122108,4969.00
Lupionópolis/PR,4113809,4969.00
Harmonia/RS,4309555,4967.00
Muçum/RS,4312609,4967.00
Mirassolândia/SP,3530409,4966.00
São Felipe D'Oeste/RO,1101484,4962.00
Narandiba/SP,3532207,4950.00
São João da Lagoa/MG,3162252,4949.00
Moeda/MG,3142304,4948.00
Janiópolis/PR,4112207,4948.00
Catuti/MG,3115474,4944.00
Eliseu Martins/PI,2203602,4943.00
Miravânia/MG,3142254,4939.00
Monte Formoso/MG,3143153,4939.00
Catingueira/PB,2504207,4938.00
Bom Sucesso/PB,2502300,4937.00
Pilõezinhos/PB,2511707,4937.00
Japi/RN,2405405,4935.00
Várzea Branca/PI,2211357,4930.00
Japira/PR,4112306,4929.00
Espírito Santo do Turvo/SP,3515194,4926.00
Pinheirinho do Vale/RS,4314498,4926.00
São José do Hortêncio/RS,4318481,4924.00
Leme do Prado/MG,3138351,4923.00
Alegrete do Piauí/PI,2200277,4921.00
Coronel João Pessoa/RN,2402907,4918.00
Santana do Itararé/PR,4124004,4916.00
Boracéia/SP,3507308,4913.00
Nossa Senhora de Nazaré/PI,2206753,4911.00
Josenópolis/MG,3136579,4911.00
Gastão Vidigal/SP,3516804,4911.00
Cocal de Telha/PI,2202711,4908.00
Vitor Meireles/SC,4219358,4907.00
Barra Longa/MG,3105707,4905.00
Aparecida do Rio Negro/TO,1701101,4901.00
Porto Amazonas/PR,4120101,4899.00
Miraguaí/RS,4312302,4899.00
São Sebastião do Tocantins/TO,1720309,4898.00
Caturité/PB,2504355,4898.00
Ribeirão do Largo/BA,2926657,4896.00
Tapira/MG,3168101,4890.00
Nova Araçá/RS,4312807,4890.00
Santo Antônio da Barra/GO,5219712,4886.00
Pau D'Arco/TO,1716307,4885.00
Jatobá do Piauí/PI,2205276,4885.00
Floraí/PR,4107801,4883.00
Lagoinha/SP,3526308,4882.00
Sampaio/TO,1718808,4876.00
Claraval/MG,3116407,4873.00
Indiana/SP,3520608,4873.00
Combinado/TO,1705557,4870.00
Itabi/SE,2803104,4869.00
Monte Horebe/PB,2509602,4867.00
Santa Rosa do Tocantins/TO,1718907,4864.00
Salto do Itararé/PR,4122909,4862.00
São João da Varjota/PI,2209955,4856.00
Santópolis do Aguapeí/SP,3548401,4856.00
Vermelho Novo/MG,3171154,4852.00
Lobato/PR,4113601,4850.00
Santana do Jacaré/MG,3158805,4847.00
Santa Rita de Jacutinga/MG,3159308,4843.00
Glicério/SP,3517109,4842.00
Gavião Peixoto/SP,3516853,4841.00
Novo São Joaquim/MT,5106281,4837.00
Serranópolis de Minas/MG,3166956,4836.00
Augusto de Lima/MG,3104809,4833.00
Serrinha dos Pintos/RN,2413557,4832.00
Rianápolis/GO,5218706,4832.00
Motuca/SP,3532058,4831.00
Ubirajara/SP,3555505,4828.00
Nova Cantu/PR,4116802,4827.00
Ressaquinha/MG,3154408,4826.00
Júlio Mesquita/SP,3525805,4824.00
São Pedro da Cipa/MT,5107404,4823.00
Tabaí/RS,4320859,4816.00
Ouro Branco/RN,2408508,4813.00
Conceição do Canindé/PI,2202802,4811.00
Feliz Deserto/AL,2702702,4803.00
Caibaté/RS,4303301,4802.00
Bom Jardim da Serra/SC,4202503,4801.00
Jeceaba/MG,3135407,4795.00
Paulistas/MG,3148400,4794.00
Capivari do Sul/RS,4304671,4793.00
Berizal/MG,3106655,4792.00
Salto Veloso/SC,4215406,4792.00
Jurema/PI,2205532,4790.00
Congo/PB,2504702,4787.00
Ribeirão Corrente/SP,3543105,4786.00
Granjeiro/CE,2304806,4784.00
Erval Grande/RS,4307203,4780.00
Jesuânia/MG,3135902,4774.00
Lajes Pintadas/RN,2406809,4768.00
Mata/RS,4312104,4760.00
São Francisco do Glória/MG,3161403,4758.00
Rio Negro/MS,5007307,4758.00
Joaquim Felício/MG,3136405,4757.00
Monteiro Lobato/SP,3531704,4739.00
Bandeira/MG,3105202,4738.00
Braúnas/MG,3108800,4737.00
Fênix/PR,4107702,4734.00
David Canabarro/RS,4306304,4732.00
Espírito Santo do Dourado/MG,3124401,4728.00
Rio Quente/GO,5218789,4728.00
Natércia/MG,3144409,4727.00
Riachinho/TO,1718550,4723.00
Cerro Branco/RS,4305132,4720.00
Pontalinda/SP,3540259,4719.00
Arraial/PI,2201002,4713.00
Humaitá/RS,4309704,4712.00
Canabrava do Norte/MT,5102694,4711.00
Divinópolis de Goiás/GO,5208301,4701.00
São Pedro dos Crentes/MA,2111573,4700.00
Riozinho/RS,4315750,4698.00
São José do Seridó/RN,2412401,4696.00
Lunardelli/PR,4113759,4695.00
Santa Cruz do Escalvado/MG,3157401,4693.00
Ciríaco/RS,4305504,4693.00
Guatambú/SC,4206652,4692.00
Ibiaçá/RS,4309803,4690.00
Coronel José Dias/PI,2202851,4688.00
Dueré/TO,1707306,4686.00
Angelina/SC,4200903,4686.00
Almino Afonso/RN,2400604,4685.00
Itaguari/GO,5210562,4684.00
Nova Iorque/MA,2107308,4682.00
Fazenda Vilanova/RS,4308078,4680.00
Marumbi/PR,4115507,4676.00
Barra do Ouro/TO,1703073,4673.00
Oratórios/MG,3145851,4671.00
Messias Targino/RN,2407609,4665.00
Caiçara/RS,4303400,4659.00
Lagoa do Barro do Piauí/PI,2205565,4658.00
Felício dos Santos/MG,3125408,4656.00
Entre Rios do Oeste/PR,4107538,4651.00
Santana do Piauí/PI,2209351,4650.00
Rosário da Limeira/MG,3156452,4648.00
Amparo do Serra/MG,3102506,4643.00
Lagoa/PB,2508109,4640.00
São José de Espinharas/PB,2514404,4631.00
Rio Fortuna/SC,4214904,4630.00
Viadutos/RS,4322905,4628.00
Mato Leitão/RS,4312153,4627.00
São João da Urtiga/RS,4318424,4625.00
São João da Canabrava/PI,2209856,4619.00
Ponte Alta/SC,4213302,4619.00
Capela Nova/MG,3112208,4616.00
Bertópolis/MG,3106606,4609.00
Lupércio/SP,3527801,4608.00
São Bentinho/PB,2513927,4602.00
Santa Carmem/MT,5107248,4600.00
Rosário do Ivaí/PR,4122651,4595.00
Novo Planalto/GO,5215256,4592.00
Coronel Macedo/SP,3512605,4591.00
Ponte Alta do Bom Jesus/TO,1717800,4586.00
Cordilheira Alta/SC,4204350,4585.00
Tunas/RS,4322152,4585.00
Santa Cruz da Conceição/SP,3546207,4584.00
Romelândia/SC,4215208,4584.00
Flor da Serra do Sul/PR,4107850,4583.00
São Lourenço do Piauí/PI,2210359,4581.00
Conceição de Ipanema/MG,3117405,4581.00
Bonópolis/GO,5203575,4579.00
João Ramalho/SP,3525607,4577.00
Cantagalo/MG,3112059,4575.00
Guaribas/PI,2204550,4573.00
Riachão do Poço/PB,2512762,4571.00
São Pedro da União/MG,3163904,4563.00
Riachão do Bacamarte/PB,2512754,4562.00
Socorro do Piauí/PI,2210904,4557.00
Aguanil/MG,3100807,4557.00
Santa Teresinha/PB,2513802,4550.00
Buritizal/SP,3508207,4547.00
Marcos Parente/PI,2206001,4546.00
Fronteira dos Vales/MG,3127057,4542.00
São Bento do Trairí/RN,2411700,4541.00
São Félix de Balsas/MA,2110807,4540.00
Mundo Novo/GO,5214051,4540.00
Maçambará/RS,4311718,4539.00
Montividiu do Norte/GO,5213772,4538.00
Ingazeira/PE,2607109,4537.00
Ribeirão do Sul/SP,3543204,4537.00
Canaã/MG,3111705,4533.00
Lindóia do Sul/SC,4209854,4530.00
Vicente Dutra/RS,4323101,4530.00
Matinhas/PB,2509339,4528.00
Morro Cabeça no Tempo/PI,2206654,4527.00
Senador Georgino Avelino/RN,2413201,4527.00
Turvânia/GO,5221502,4526.00
Murutinga do Sul/SP,3532108,4525.00
Riqueza/SC,4215075,4525.00
Jardim do Mulato/PI,2205250,4522.00
Ritápolis/MG,3156106,4521.00
Porto Lucena/RS,4315008,4514.00
Bocaina/PI,2201804,4509.00
Tunápolis/SC,4218756,4507.00
Ramilândia/PR,4121257,4500.00
Cariri do Tocantins/TO,1703867,4499.00
Ribeira do Piauí/PI,2208874,4499.00
Lindoeste/PR,4113452,4488.00
Wall Ferraz/PI,2211704,4479.00
São João do Pacuí/MG,3162658,4476.00
Curralinhos/PI,2203255,4475.00
Iguaraçu/PR,4110003,4475.00
José Gonçalves de Minas/MG,3136520,4474.00
Indianópolis/PR,4110409,4472.00
Lagoa do Tocantins/TO,1711951,4470.00
Foz do Jordão/PR,4108452,4466.00
Onda Verde/SP,3534005,4462.00
Flores do Piauí/PI,2203800,4461.00
Fortaleza de Minas/MG,3126307,4460.00
Serranópolis do Iguaçu/PR,4126355,4460.00
Rodolfo Fernandes/RN,2411007,4457.00
Pequi/MG,3149606,4457.00
São Braz do Piauí/PI,2209559,4454.00
Tejupá/SP,3554201,4452.00
Novo Acordo/TO,1715101,4450.00
Carvalhos/MG,3114808,4445.00
Quinta do Sol/PR,4121109,4444.00
Jerumenha/PI,2205300,4443.00
Paineiras/MG,3146404,4440.00
Bernardo Sayão/TO,1703206,4439.00
Couto de Magalhães de Minas/MG,3120102,4436.00
Dom Joaquim/MG,3122603,4436.00
Piedade do Rio Grande/MG,3150307,4436.00
Funilândia/MG,3127206,4434.00
Cruzeiro do Sul/PR,4106704,4430.00
Itaguajé/PR,4110904,4426.00
Erval Velho/SC,4205209,4423.00
Quarto Centenário/PR,4120655,4420.00
Japaraíba/MG,3135308,4418.00
Gavião/BA,2911253,4417.00
Materlândia/MG,3140605,4415.00
Pindorama do Tocantins/TO,1717008,4414.00
Itajá/GO,5210802,4412.00
Vargem Bonita/SC,4219176,4411.00
São João do Tigre/PB,2514107,4408.00
Nova Guarita/MT,5108808,4407.00
Logradouro/PB,2508554,4406.00
Sandovalina/SP,3545506,4405.00
Itamarati de Minas/MG,3132602,4395.00
Ibarama/RS,4309753,4393.00
Nova Santa Rita/PI,2207959,4392.00
Recursolândia/TO,1718501,4389.00
Aiquara/BA,2900603,4387.00
Santa Bárbara do Tugúrio/MG,3157302,4385.00
Várzea Grande/PI,2211407,4382.00
Joanésia/MG,3136108,4382.00
Doutor Maurício Cardoso/RS,4306734,4380.00
Itapirapuã/GO,5211008,4380.00
Gramado Xavier/RS,4309159,4378.00
Vila Maria/RS,4323408,4368.00
Ipira/SC,4207601,4367.00
Poço de José de Moura/PB,2512077,4366.00
Gonçalves/MG,3127404,4360.00
Juramento/MG,3136801,4359.00
Santa Efigênia de Minas/MG,3157500,4354.00
Domingos Mourão/PI,2203420,4352.00
Nova Rosalândia/TO,1715002,4348.00
Junco do Maranhão/MA,2105658,4334.00
Santana do Riacho/MG,3159001,4334.00
Passagem Franca do Piauí/PI,2207751,4331.00
Pracinha/SP,3540853,4327.00
Nova Itaberaba/SC,4211454,4327.00
Matrinchã/GO,5212956,4321.00
Sebastião Leal/PI,2210631,4311.00
Pinhal Grande/RS,4314472,4309.00
Riacho Frio/PI,2208858,4306.00
Ponto Chique/MG,3152131,4305.00
Nova Santa Bárbara/PR,4117214,4304.00
Francisco Ayres/PI,2204105,4300.00
Paraná/RN,2408607,4298.00
Itapirapuã Paulista/SP,3522653,4294.00
Ocauçu/SP,3533700,4294.00
Serra Azul de Minas/MG,3166501,4292.00
São José da Safira/MG,3163003,4291.00
Marquinho/PR,4115457,4283.00
São Francisco do Oeste/RN,2411908,4281.00
Planaltina do Paraná/PR,4119707,4281.00
Vila Nova do Sul/RS,4323457,4274.00
Campo Novo/RS,4304002,4273.00
Bom Jesus da Penha/MG,3107604,4270.00
Arabutã/SC,4201273,4268.00
Aporé/GO,5201504,4266.00
Prata/PB,2512200,4265.00
União de Minas/MG,3170438,4265.00
Pescador/MG,3150000,4261.00
Brás Pires/MG,3108701,4255.00
Maximiliano de Almeida/RS,4312203,4254.00
Fortaleza dos Valos/RS,4308458,4252.00
Novo Cabrais/RS,4313391,4246.00
Marcelino Ramos/RS,4311908,4239.00
Barra do Quaraí/RS,4301875,4238.00
Divino de São Lourenço/ES,3201803,4236.00
Venha-Ver/RN,2414753,4232.00
Três Palmeiras/RS,4321857,4232.00
Olho d'Água do Borges/RN,2408409,4231.00
Ipiaçu/MG,3131406,4229.00
Cruzeiro do Iguaçu/PR,4106571,4229.00
Modelo/SC,4210902,4227.00
Belém/AL,2700805,4226.00
Dona Emma/SC,4205100,4224.00
São José do Alegre/MG,3163201,4222.00
Cabrália Paulista/SP,3508306,4222.00
Nova Luzitânia/SP,3533304,4217.00
Altair/SP,3500907,4211.00
Caraúbas/PB,2504074,4206.00
Dores do Turvo/MG,3123304,4202.00
Alfredo Marcondes/SP,3500808,4201.00
Caiabu/SP,3508900,4195.00
Riacho de Santana/RN,2410801,4194.00
Novo Barreiro/RS,4313490,4185.00
Iporanga/SP,3521200,4180.00
Tibau/RN,2411056,4173.00
Anhumas/SP,3502408,4172.00
São João do Cariri/PB,2514008,4170.00
Monte Castelo/SP,3531605,4166.00
Carrasco Bonito/TO,1703891,4165.00
Doutor Pedrinho/SC,4205159,4164.00
Conquista D'Oeste/MT,5103361,4163.00
Teixeirópolis/RO,1101559,4160.00
São José do Sabugi/PB,2514701,4153.00
Piedade de Ponte Nova/MG,3150208,4141.00
São José do Barreiro/SP,3549607,4141.00
Populina/SP,3540408,4136.00
Nova Independência/SP,3533205,4135.00
Capitão Gervásio Oliveira/PI,2202455,4127.00
Paes Landim/PI,2207306,4124.00
Aparecida d'Oeste/SP,3502606,4122.00
Rio Branco do Ivaí/PR,4122172,4121.00
Taquaraçu de Minas/MG,3168309,4120.00
Mossâmedes/GO,5213905,4120.00
Jundiá/AL,2703908,4119.00
Tocos do Moji/MG,3169059,4117.00
Paranapuã/SP,3535903,4112.00
São Miguel do Passa Quatro/GO,5220264,4105.00
São Geraldo do Baixio/MG,3161650,4104.00
Major Sales/RN,2407252,4102.00
São José do Povo/MT,5107297,4102.00
Mariápolis/SP,3528908,4098.00
Formoso/GO,5208103,4098.00
Veríssimo/MG,3171105,4090.00
Lagoa do Piauí/PI,2205581,4086.00
Pau D'Arco do Piauí/PI,2207793,4084.00
Marilac/MG,3140100,4079.00
Alto Alegre/SP,3501103,4078.00
Santa Cruz de Salinas/MG,3157377,4074.00
Dom Macedo Costa/BA,2910206,4072.00
Corumbataí/SP,3512704,4072.00
Passos Maia/SC,4212270,4072.00
Conceição do Tocantins/TO,1705607,4070.00
Novo Horizonte do Norte/MT,5106273,4069.00
Rondolândia/MT,5107578,4069.00
Assunção/PB,2501351,4067.00
Presidente Alves/SP,3541109,4067.00
Suzanápolis/SP,3552551,4063.00
Lagoa dos Patos/MG,3137304,4062.00
Ribeirão Vermelho/MG,3154705,4061.00
Porto Vitória/PR,4120309,4057.00
Senador Modestino Gonçalves/MG,3165909,4056.00
Ilópolis/RS,4310306,4054.00
Lucrécia/RN,2406908,4053.00
Carrancas/MG,3114600,4052.00
Santa Mônica/PR,4123956,4052.00
Virmond/PR,4128658,4051.00
Ibiquera/BA,2912608,4047.00
Santa Cruz dos Milagres/PI,2209153,4046.00
Inúbia Paulista/SP,3520806,4045.00
Bela Vista do Piauí/PI,2201556,4044.00
Coivaras/PI,2202737,4044.00
Quatro Pontes/PR,4120853,4043.00
Munhoz de Melo/PR,4116307,4034.00
Witmarsum/SC,4219408,4032.00
Portelândia/GO,5218102,4032.00
Marliéria/MG,3140308,4030.00
Contendas do Sincorá/BA,2908804,4025.00
Frutuoso Gomes/RN,2404002,4015.00
Jateí/MS,5005103,4015.00
Goianá/MG,3127388,4014.00
Bom Sucesso de Itararé/SP,3507159,4013.00
Nova Nazaré/MT,5106174,4013.00
Nossa Senhora das Graças/PR,4116406,4009.00
Cumbe/SE,2801900,4008.00
Canhoba/SE,2801108,4003.00
Treviso/SC,4218350,4002.00
Kaloré/PR,4113106,3996.00
Acaiaca/MG,3100401,3995.00
Lajedão/BA,2918902,3993.00
Boa Esperança/PR,4103008,3991.00
Barcelona/RN,2401503,3989.00
Olivedos/PB,2510501,3989.00
Mãe d'Água/PB,2508703,3988.00
Ibirapuitã/RS,4309951,3988.00
Santana do Deserto/MG,3158607,3985.00
Bugre/MG,3109253,3984.00
Marques de Souza/RS,4312054,3981.00
Espigão Alto do Iguaçu/PR,4107546,3980.00
Porteirão/GO,5218052,3979.00
Pedra do Indaiá/MG,3148905,3977.00
Salgadinho/PB,2513000,3975.00
Cafezal do Sul/PR,4103479,3975.00
São Miguel do Aleixo/SE,2807006,3964.00
Cajuri/MG,3110202,3961.00
Barra D'Alcântara/PI,2201176,3953.00
Jundiá/RN,2406155,3945.00
Conceição da Barra de Minas/MG,3115201,3939.00
Canavieira/PI,2202251,3938.00
Itaju/SP,3522000,3937.00
Santa Rosa de Lima/SE,2806503,3933.00
Ewbank da Câmara/MG,3125002,3932.00
Paquetá/PI,2207553,3931.00
Pedras Grandes/SC,4212403,3931.00
Gameleira de Goiás/GO,5208152,3923.00
Santana de Cataguases/MG,3158409,3909.00
Jaú do Tocantins/TO,1711506,3906.00
Areias/SP,3503505,3906.00
Quadra/SP,3541653,3902.00
Iraceminha/SC,4207759,3901.00
Pilões/RN,2410009,3900.00
Caldazinha/GO,5204557,3900.00
Jaborá/SC,4208609,3899.00
São José de Princesa/PB,2514552,3898.00
Pontão/RS,4314779,3898.00
Leópolis/PR,4113403,3896.00
Mariana Pimentel/RS,4311981,3892.00
Minduri/MG,3141900,3891.00
Conselheiro Mairinck/PR,4106100,3891.00
Pareci Novo/RS,4314035,3885.00
São Pedro da Serra/RS,4319356,3881.00
Hugo Napoleão/PI,2204600,3880.00
Poço Dantas/PB,2512036,3877.00
Indiaporã/SP,3520707,3876.00
Amaralina/GO,5200829,3875.00
Xavantina/SC,4219606,3873.00
Atalaia/PR,4102208,3871.00
Medeiros/MG,3141306,3861.00
Santo Antônio do Grama/MG,3160108,3861.00
Putinga/RS,4315206,3861.00
São Geraldo da Piedade/MG,3161601,3860.00
São José do Divino/MG,3163300,3851.00
Vista Serrana/PB,2505501,3850.00
São Valério/TO,1720499,3848.00
Varjão/GO,5221908,3848.00
Rio Crespo/RO,1100262,3843.00
Pejuçara/RS,4314308,3840.00
São Francisco/SE,2806909,3837.00
Campina do Simão/PR,4103958,3831.00
Campo Azul/MG,3111150,3830.00
Redenção da Serra/SP,3542305,3827.00
Fátima/TO,1707553,3824.00
Brejo do Piauí/PI,2201988,3824.00
Cotiporã/RS,4305959,3824.00
Santa Isabel/GO,5219357,3821.00
Itapiratins/TO,1710904,3814.00
Meridiano/SP,3529609,3813.00
Brazabrantes/GO,5203609,3812.00
Quinze de Novembro/RS,4315354,3810.00
Aurora do Tocantins/TO,1702703,3809.00
Santo Inácio do Piauí/PI,2209500,3809.00
Santa Fé de Minas/MG,3157609,3806.00
Prado Ferreira/PR,4120333,3806.00
Pedra Branca/PB,2511004,3802.00
Guarani de Goiás/GO,5209408,3801.00
Santa Lúcia/PR,4123824,3795.00
Braço do Trombudo/SC,4202859,3794.00
São João do Itaperiú/SC,4216354,3784.00
Alvarenga/MG,3102209,3783.00
Diogo de Vasconcelos/MG,3121704,3779.00
Nazaré/TO,1714302,3772.00
São Brás do Suaçuí/MG,3160900,3770.00
Guapirama/PR,4109005,3767.00
Santo Antônio do Itambé/MG,3160207,3763.00
Tesouro/MT,5108105,3761.00
Rancho Alegre/PR,4121307,3760.00
Guarará/MG,3128501,3755.00
Nova Santa Helena/MT,5106190,3755.00
Santana dos Montes/MG,3159100,3753.00
Itutinga/MG,3134509,3749.00
Mutunópolis/GO,5214101,3749.00
Caiçara do Rio do Vento/RN,2401909,3745.00
Capão do Cipó/RS,4304655,3745.00
Nova Roma do Sul/RS,4313359,3743.00
Elisiário/SP,3514924,3742.00
Heitoraí/GO,5209606,3742.00
Campanário/MG,3110806,3739.00
Água Santa/RS,4300059,3738.00
Jaboticaba/RS,4310850,3738.00
São José do Peixe/PI,2210102,3737.00
Lajedinho/BA,2919009,3735.00
Matutina/MG,3141207,3733.00
Paraú/RN,2408706,3732.00
Paim Filho/RS,4313607,3731.00
Lizarda/TO,1712405,3727.00
Saltinho/SC,4215356,3727.00
Malhada dos Bois/SE,2803807,3715.00
Cacimba de Areia/PB,2503407,3708.00
Piquerobi/SP,3538303,3706.00
Nova Alvorada/RS,4312757,3698.00
Campo Bonito/PR,4104055,3694.00
Macedônia/SP,3528205,3686.00
Córrego do Bom Jesus/MG,3119906,3685.00
Chiapetta/RS,4305405,3684.00
Ouro Verde de Goiás/GO,5215405,3679.00
Edealina/GO,5207352,3678.00
Tabuleiro/MG,3167905,3669.00
Presidente Kennedy/TO,1718402,3668.00
Catas Altas da Noruega/MG,3115409,3665.00
Lafaiete Coutinho/BA,2918704,3663.00
Pavussu/PI,2207850,3662.00
Campestre de Goiás/GO,5204607,3662.00
Pratinha/MG,3153004,3658.00
Nova Brasilândia/MT,5106208,3656.00
Cruzeiro da Fortaleza/MG,3120706,3651.00
Pedrinópolis/MG,3149200,3651.00
Rifaina/SP,3543600,3651.00
Riachão/PB,2512747,3650.00
Riacho da Cruz/RN,2410702,3648.00
Estrela Velha/RS,4307815,3646.00
Piratuba/SC,4213104,3637.00
Dom Bosco/MG,3122470,3635.00
Pinheiro Preto/SC,4213005,3635.00
Bandeirantes do Tocantins/TO,1703057,3631.00
Sossêgo/PB,2516151,3631.00
Campinaçu/GO,5204656,3628.00
Muricilândia/TO,1713957,3623.00
Sarutaiá/SP,3551207,3623.00
São José do Bonfim/PB,2514602,3619.00
Catolândia/BA,2907400,3619.00
Álvares Florence/SP,3501202,3616.00
Carvalhópolis/MG,3114709,3614.00
Jaquirana/RS,4311122,3611.00
Itaúba/MT,5104559,3609.00
Belém do Piauí/PI,2201572,3607.00
São José dos Cordeiros/PB,2514800,3607.00
Severiano de Almeida/RS,4320602,3607.00
São Fernando/RN,2411809,3606.00
Platina/SP,3539707,3606.00
Alvorada de Minas/MG,3102407,3605.00
Quartel Geral/MG,3153707,3603.00
Santo Antônio do Aventureiro/MG,3160009,3602.00
Santa Rita do Trivelato/MT,5107768,3602.00
São José das Palmeiras/PR,4125456,3601.00
Sebastianópolis do Sul/SP,3551306,3595.00
Santa Inês/PB,2513356,3591.00
Águas de São Pedro/SP,3500600,3588.00
Taquarussu/MS,5007976,3588.00
Cajazeiras do Piauí/PI,2202075,3586.00
Ruy Barbosa/RN,2411106,3584.00
Cachoeira da Prata/MG,3109600,3580.00
Palminópolis/GO,5215900,3578.00
Presidente Juscelino/MG,3153202,3572.00
Bernardino Batista/PB,2502052,3571.00
Vieiras/MG,3171402,3570.00
Duas Estradas/PB,2505808,3569.00
Vargeão/SC,4219101,3569.00
São José dos Ausentes/RS,4318622,3559.00
Emas/PB,2505907,3556.00
Novo Horizonte do Sul/MS,5006259,3556.00
Nova Módica/MG,3144904,3548.00
Arroio Trinta/SC,4201604,3547.00
Cordislândia/MG,3119005,3546.00
Adolfo/SP,3500204,3545.00
Arambaré/RS,4300851,3544.00
Teresina de Goiás/GO,5221080,3538.00
Santa Maria do Tocantins/TO,1718881,3537.00
São Sebastião do Umbuzeiro/PB,2515203,3534.00
Jacutinga/RS,4310900,3532.00
Vale Verde/RS,4322525,3531.00
Barão de Antonina/SP,3505005,3525.00
Mombuca/SP,3530904,3523.00
Áurea/RS,4301552,3517.00
Senhora do Porto/MG,3166105,3516.00
Queiroz/SP,3541802,3513.00
Romaria/MG,3156403,3507.00
Taquaral de Goiás/GO,5221007,3506.00
Bocaina do Sul/SC,4202438,3501.00
